Price,Close,High,Low,Open,Volume,EMA_12,EMA_26,EMA_50,EMA_200,MACD,MACD_Signal,MACD_Hist,RSI_14
Ticker,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF
Date,,,,,,,,,,,,,
2015-12-21,15.922054290771484,15.97618898683662,15.779954884163038,15.894987737131782,50728156,15.922054290771484,15.922054290771484,15.922054290771484,15.922054290771484,0.0,0.0,0.0,
2015-12-22,16.070924758911133,16.104757953582947,15.874689052242909,16.01679005865038,57087748,15.944957439716044,15.933081732855904,15.927892348345589,15.92353558896193,0.0118757068601418,0.0023751413720283,0.0095005654881134,
2015-12-23,16.260391235351562,16.28745778942027,16.12505687622227,16.17242334584251,40627924,15.993485715967664,15.957326881188916,15.94093152038504,15.926887386438445,0.0361588347787478,0.0091318800533722,0.0270269547253755,
2015-12-24,16.24686050415039,16.334826818657746,16.20625907789946,16.280693702037834,13844688,16.03246645261116,15.978773816223098,15.95292873543466,15.930071198554982,0.0536926363880621,0.0180440313203102,0.0356486050677518,
2015-12-28,16.233327865600586,16.240094506107365,16.09799346667877,16.179194741546347,16747016,16.06336820845569,15.99762967173254,15.963924779754894,15.933088677829067,0.0657385367231473,0.0275829324008776,0.0381556043222696,
2015-12-29,16.402488708496094,16.42278862165196,16.31452241815401,16.368655519902983,38040239,16.11554059307729,16.02761923001132,15.981123365195726,15.937759324900384,0.0879213630659698,0.039650618533896,0.0482707445320737,
2015-12-30,16.287460327148438,16.395726560292093,16.260393768862524,16.368660002006177,19339133,16.14198978293439,16.046866718688143,15.993136579389953,15.941238936863051,0.0951230642462483,0.0507451076763665,0.0443779565698818,
2015-12-31,16.125057220458984,16.314524691770433,16.091224027150833,16.125057220458984,59154720,16.139384773322792,16.052658607708207,15.998309937863247,15.943067974510774,0.0867261656145856,0.0579413192640103,0.0287848463505752,
2016-01-04,15.813786506652832,15.827319782129472,15.631085698932637,15.793486593437873,93387476,16.089292732296645,16.0349643780004,15.991073724874605,15.941781591746018,0.0543283542962456,0.0572187262704574,-0.0028903719742118,
2016-01-05,15.874682426452637,15.922048879223322,15.732581479355396,15.840849245902149,52096536,16.0562757621668,16.023091640848712,15.986509360230606,15.941113938360015,0.0331841213180865,0.0524118052799832,-0.0192276839618966,
2016-01-06,15.631092071533203,15.72582503849112,15.549890796783057,15.644625352527193,77248574,15.990862886684706,15.99405463571423,15.972571427340512,15.938029143665222,-0.0031917490295239,0.0412910944180818,-0.0444828434476057,
2016-01-07,15.191248893737791,15.4483842954487,15.130349156441504,15.306283319638515,92006910,15.867845349308258,15.934587543715976,15.941931327983545,15.930598494412214,-0.066742194407718,0.0196844366529218,-0.0864266310606398,
2016-01-08,14.954419136047363,15.34012075667862,14.92058435050182,15.326587477974783,83028242,15.727318239575812,15.861982476481264,15.90320535967232,15.9208852669658,-0.1346642369054524,-0.011185298058753,-0.1234789388466994,
2016-01-11,14.974717140197754,15.0626834405298,14.825849504696237,15.035616886581478,70986600,15.611533455056112,15.79625911823804,15.866794056947828,15.911470658739251,-0.1847256631819291,-0.0458933710833882,-0.1388322920985409,27.706782660683842
2016-01-12,15.089750289916992,15.1574182648984,14.893516181163887,15.130351710420149,80633578,15.531259121957786,15.743925130955,15.836321752358383,15.903294336661418,-0.2126660089972141,-0.0792478986661534,-0.1334181103310606,31.419742888383993
