Price,Close,High,Low,Open,Volume,EMA_12,EMA_26,EMA_50,EMA_200,MACD,MACD_Signal,MACD_Hist,RSI_14
Ticker,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV
Date,,,,,,,,,,,,,
2015-12-21,60.477657318115234,60.477657318115234,59.98452232684668,60.29060969346904,6707200,60.477657318115234,60.477657318115234,60.477657318115234,60.477657318115234,0.0,0.0,0.0,
2015-12-22,60.885772705078125,60.97079552750933,60.34161885732784,60.690214375343395,7495800,60.54044430072491,60.507888087519895,60.49366184309417,60.48171816773676,0.0325562132050123,0.0065112426410024,0.0260449705640098,
2015-12-23,61.54044723510742,61.67648892202529,61.20885373177594,61.26837034809635,8091000,60.69429090601452,60.584373950304155,60.5347122506241,60.49225278532254,0.1099169557103678,0.0271923852548755,0.0827245704554923,
2015-12-24,61.599979400634766,61.79553775323632,61.31090047320132,61.336406674230595,2568300,60.83362759749456,60.65960398366198,60.576487432977466,60.50327494069879,0.1740236138325812,0.0565586309704166,0.1174649828621645,
2015-12-28,61.31090545654297,61.47245339196066,61.1408597779757,61.42143449892902,6534700,60.907054960425086,60.70784853720872,60.60528813978396,60.51131106523455,0.199206423216367,0.0850881894196067,0.1141182337967603,
2015-12-29,62.059104919433594,62.20365085702598,61.591476139866344,61.719007133586494,7243100,61.08429341565717,60.80794160255871,60.66230056251532,60.52671199910718,0.2763518130984579,0.123340914155377,0.1530108989430809,
2015-12-30,61.7955322265625,62.1526319826877,61.73601560054164,61.99109056167433,8496500,61.193714771181064,60.88109646359602,60.706741019928934,60.53933707599728,0.3126183075850406,0.1611963928413097,0.1514219147437308,
2015-12-31,61.24287033081055,61.85504501003907,61.24287033081055,61.57446386758844,6591700,61.201277164970215,60.90789452783414,60.72776569878704,60.54633740689095,0.2933826371360766,0.1876336417002631,0.1057489954358134,
2016-01-04,60.137577056884766,60.3671393806071,59.52540221118909,60.171581004466,19666300,61.03763099449553,60.85083397443048,60.704621046163425,60.54227013972671,0.1867970200650504,0.1874663173732206,-0.0006692973081701,
2016-01-05,60.42665100097656,60.690223737218794,60.16307826473434,60.3076177338461,14540000,60.94363407241569,60.819413013433895,60.69372026007767,60.54111970053517,0.1242210589817958,0.1748172656949356,-0.0505962067131398,
2016-01-06,59.93348693847656,60.35010970361109,59.516870660166155,59.567883044948296,14651700,60.78822682104044,60.753788859733355,60.663907188642334,60.535073603400264,0.0344379613070842,0.1467414048173653,-0.1123034435102811,
2016-01-07,58.71766662597656,59.52539981530221,58.55612517757289,58.77718326208882,17850400,60.46967909872292,60.602964990566186,60.58758402932211,60.516989951883616,-0.1332858918432649,0.0907359454852393,-0.2240218373285042,
2016-01-08,57.83340835571289,59.21930577796909,57.73138355483834,59.06626208983117,17022800,60.06409898441368,60.39781264724372,60.47957714016096,60.490287647444106,-0.3337136628300357,0.0058460238221843,-0.3395596866522199,
2016-01-11,57.14471435546875,58.11398887375868,56.33698775250249,58.08848267382884,28563800,59.61496288765292,60.15684240340853,60.34879820742793,60.45699836095679,-0.5418795157556104,-0.1036990840933746,-0.4381804316622358,28.222133929822164
2016-01-12,57.87592697143555,58.207520570603926,56.93215857785583,57.60385000578901,13727000,59.34741890054256,59.98788570474387,60.25182286484,60.43131605857349,-0.64046680420131,-0.2110526281149617,-0.4294141760863482,34.482746068061985
2016-01-13,56.158424377441406,58.25851433809701,56.09890776295844,57.98643745948569,16202500,58.85680435852699,59.704221902721464,60.09129743396163,60.388799723437856,-0.8474175441944709,-0.3383256113308635,-0.5090919328636074,25.613957618033353
2016-01-14,57.663333892822266,58.03744194069361,55.954347976746114,56.30294983713947,23342300,58.673193517649345,59.5530450130993,59.99608317744636,60.36168066044666,-0.8798514954499552,-0.4466307881546819,-0.4332207072952733,31.612800747962197
2016-01-15,56.85564041137695,57.11921314946409,56.047907250964656,56.20095095075029,17882300,58.39356996283821,59.35323726482357,59.87292855916913,60.3267946878191,-0.9596673019853624,-0.549238090920818,-0.4104292110645445,28.990858481125386
2016-01-19,56.84712600708008,57.68886296183167,56.226447089366005,57.476302666108765,13495200,58.155655508106186,59.167599393879605,59.7542696355578,60.29217111885653,-1.0119438857734195,-0.6417792498913384,-0.3701646358820811,29.72957241919306
2016-01-20,56.95767593383789,57.51033420295442,55.14666388474273,55.84386165117084,24665600,57.97135095821876,59.00390135980244,59.644599294313885,60.25899206228918,-1.0325504015836842,-0.7199334802298076,-0.3126169213538765,25.409872539670687
2016-01-21,56.78760528564453,57.39127570351436,56.25195571433539,57.10219683586893,17102800,57.78923623936119,58.83973128023519,59.532560313581754,60.22445090033252,-1.0504950408740044,-0.786045792358647,-0.2644492485153573,25.641001852533577
2016-01-22,57.6888542175293,57.841897866724906,57.31475256480347,57.58682944261518,11343800,57.77379285138705,58.75448112744216,59.460258113736565,60.19922108259319,-0.980688276055112,-0.82497428909794,-0.1557139869571718,33.2799486588267
2016-01-25,57.15320587158203,57.90141567934284,57.07668080198825,57.51880979184773,10131900,57.67831793141705,58.635868145526594,59.36978547678933,60.16891247352841,-0.9575502141095455,-0.8514894741002612,-0.1060607400092843,35.164724305287706
2016-01-26,57.58683776855469,57.69736678630014,56.745094332866806,57.1872233774994,12449700,57.66424406020745,58.55816219167682,59.299865958819346,60.143220187906785,-0.8939181314693698,-0.859975205574083,-0.0339429258952868,36.083329532190206
2016-01-27,56.93217468261719,58.08850373541963,56.53256010728905,57.48483299984059,15924700,57.55161800211664,58.43771867248722,59.20701532053691,60.111269486361614,-0.8861006703705812,-0.8652002985333827,-0.0209003718371985,35.52107678774517
2016-01-28,55.60579299926758,57.23825505202608,55.308209784466946,57.2042446150735,26127300,57.252260309370634,58.22794640039688,59.06579091578125,60.06643887454974,-0.9756860910262476,-0.8872974570319556,-0.0883886339942918,35.146158728863895
2016-01-29,56.51554489135742,56.541051094560416,55.32520567621183,55.4867536122666,17578200,57.13891947583014,58.10110184417174,58.96578126776463,60.031106596110014,-0.962182368341594,-0.9022744392938834,-0.0599079290477105,43.724742392383156
2016-02-01,56.60055923461914,56.88964463012088,55.83534081926263,56.13292395667186,16705700,57.056094823336146,57.98995053976043,58.87302746254324,59.99697179649319,-0.93385571642429,-0.9085906947199648,-0.0252650217043252,47.250851357836254
2016-02-02,55.78433990478515,56.3540000975048,55.61429421606584,56.20095638292653,12968700,56.86044022048215,57.82657197420671,58.75190246027822,59.95505506125232,-0.9661317537245608,-0.920098906520884,-0.0460328472036768,39.52299660369726
