Price,Close,High,Low,Open,Volume,EMA_12,EMA_26,EMA_50,EMA_200,MACD,MACD_Signal,MACD_Hist,RSI_14
Ticker,UPRO,UPRO,UPRO,UPRO,UPRO,UPRO,UPRO,UPRO,UPRO,UPRO,UPRO,UPRO,UPRO
Date,,,,,,,,,,,,,
2015-12-21,9.664677619934082,9.686910077842064,9.439179052401558,9.632916835969654,16757400,9.664677619934082,9.664677619934082,9.664677619934082,9.664677619934082,0.0,0.0,0.0,
2015-12-22,9.924241065979004,9.970392766394198,9.639372857333091,9.798517499697306,20654400,9.704610457787147,9.683904541863336,9.67485657860251,9.66726034079025,0.0207059159238127,0.0041411831847625,0.0165647327390502,
2015-12-23,10.287089347839355,10.295047353986906,10.078611259796356,10.09929989026508,15924600,9.794222594718256,9.72858489786156,9.698865706807878,9.673427793596709,0.0656376968566974,0.0164404859191495,0.0491972109375478,
2015-12-24,10.21547508239746,10.331650686065936,10.19797001777516,10.247304376666994,5529600,9.859030669745826,9.764650837456813,9.71912489800747,9.67882129895791,0.0943798322890145,0.0320283551931225,0.062351477095892,
2015-12-28,10.169323921203612,10.170915704722784,9.976759093792747,10.105666239906382,13707600,9.906768093047024,9.794626621438056,9.736779761662222,9.683701922064833,0.1121414716089681,0.0480509784762916,0.0640904931326764,
2015-12-29,10.489201545715332,10.543311244557076,10.35233824737437,10.35233824737437,16623600,9.99637323961138,9.846076615828965,9.766286498291755,9.691716843693197,0.150296623782415,0.0685001075375163,0.0817965162448987,
2015-12-30,10.271174430847168,10.455781202926232,10.240936926324345,10.451006764250938,9839400,10.038650345955348,9.877565342867353,9.786086025058635,9.697482590829058,0.1610850030879955,0.0870170866476122,0.0740679164403833,
2015-12-31,9.965619087219238,10.256852603637226,9.956070208482595,10.15659210879608,17173800,10.027414767688253,9.884087842448972,9.793126537300228,9.70015061566876,0.1433269252392808,0.0982790543659459,0.0450478708733348,
2016-01-04,9.535929679870604,9.53911233624935,9.182629324153735,9.4468089268467,39948000,9.951801677254767,9.858298348924649,9.783040386028478,9.698516576506591,0.0935033283301187,0.0973239091587804,-0.0038205808286617,
2016-01-05,9.588448524475098,9.661654181340072,9.399066337052597,9.596405621498189,21004800,9.895901192211742,9.838309473039496,9.775409332634228,9.697421372008764,0.0575917191722457,0.0893774711614735,-0.0317857519892278,
2016-01-06,9.224006652832031,9.397474630828343,9.048948712582284,9.155574531743133,33333000,9.79253280153794,9.792805560431535,9.75378569813218,9.692710777788102,-0.0002727588935957,0.0714474251504596,-0.0717201840440554,
2016-01-07,8.558782577514648,9.02507585490102,8.495124900984404,8.75134739050535,42508800,9.602725074765123,9.70139645058584,9.706922830656984,9.68142791012369,-0.0986713758207145,0.0374236649562248,-0.1360950407769393,
2016-01-08,8.27391242980957,8.794314383109905,8.230943394353137,8.724291410587918,37465800,9.398292360156578,9.5956568934913,9.650726344349245,9.667422780966335,-0.1973645333347224,-0.0095339747019646,-0.1878305586327578,
2016-01-11,8.288236618041992,8.464886306294604,8.003368438237146,8.40918664326913,47506200,9.22751455367741,9.498810947161722,9.597295374690136,9.653699535564105,-0.2712963934843113,-0.0618864584584339,-0.2094099350258773,29.7266524085384
2016-01-12,8.50148868560791,8.614481610288836,8.172060610248694,8.517403784853961,39193800,9.115818266282105,9.42493522408366,9.554322563353578,9.642234750987424,-0.3091169578015584,-0.1113325583270588,-0.1977843994744996,33.88023106255048
2016-01-13,7.8601393699646,8.657452601979323,7.802847913767974,8.606526458412866,45639600,8.922636897617872,9.309024420074842,9.48788400675009,9.62450245863894,-0.3863875224569693,-0.1663435511530409,-0.2200439713039283,24.132402401358036
2016-01-14,8.243680000305176,8.4155553372815,7.715320627943247,7.957219891169189,42621000,8.818181990338996,9.23011001861042,9.439091692771855,9.610762931690346,-0.4119280282714257,-0.2154604465767179,-0.1964675816947077,24.523850798775953
2016-01-15,7.704176902770996,7.837858476801072,7.424083585542015,7.589593086730027,58190400,8.646796592251611,9.117077935955647,9.371055818654176,9.591791926427469,-0.4702813437040376,-0.2664246260021819,-0.2038567177018557,21.96163474921765
2016-01-19,7.748737812042236,7.997003204710105,7.516387521408833,7.984271669461272,33235800,8.50863370298863,9.01571940825836,9.307435504669394,9.573453079518162,-0.5070857052697288,-0.3145568418556913,-0.1925288634140375,22.96482475754908
