Price,Close,EMA_12,EMA_26,EMA_50,EMA_200,RSI_14,MACD,MACD_Signal,MACD_Hist
Ticker,SPY,,,,,,,,
Date,,,,,,,,,
2015-02-20,175.93258666992188,173.38494855916161,171.84230973222682,171.11684561691374,170.9236280657985,66.25209247904573,1.542638826934791,0.9618765207818792,0.5807623061529118
2015-02-23,175.9075927734375,173.77304766905021,172.14344180935353,171.30471805442448,170.97321975443174,66.12264127388714,1.6296058596966816,1.0954223885648398,0.5341834711318418
2015-02-24,176.4073028564453,174.17831769788023,172.45928336839737,171.5048194192096,171.02729023305875,67.49033187902074,1.7190343294828665,1.2201447767484452,0.49888955273442126
2015-02-25,176.25741577148438,174.49817893997317,172.74062650936676,171.6911957467498,171.07933128319235,66.62152416311588,1.7575524306064096,1.327626307520038,0.42992612308637157
2015-02-26,176.04920959472656,174.73679904070445,172.98570673791193,171.86209825059203,171.12878280868026,65.36281062420709,1.7510923027925287,1.4123195065745362,0.3387727962179925
2015-02-27,175.4495391845703,174.84645137052996,173.1682128450718,172.00278220878727,171.17177540943538,61.74443338709304,1.6782385254581698,1.465503310351263,0.21273521510690685
2015-03-02,176.55718994140625,175.10964191989555,173.41924818554102,172.18138643359586,171.22536162368385,65.53918678029703,1.6903937343545294,1.5104813951519163,0.17991233920261318
2015-03-03,175.83262634277344,175.220870292646,173.5980169379286,172.32457231238715,171.27120505372454,61.25849841074543,1.6228533547173924,1.5329557870650117,0.08989756765238077
2015-03-04,175.09144592285156,175.20095885113915,173.70864130718215,172.43307715985634,171.30921740068104,57.146664527402976,1.4923175439570002,1.5248281384434095,-0.03251059448640925
2015-03-05,175.28297424316406,175.21357660375836,173.82525856169931,172.54483782978997,171.34875726976048,57.93246098315125,1.3883180420590406,1.4975261191665359,-0.10920807710749525
2015-03-06,172.81771850585938,174.84498305023544,173.75062596497042,172.55553903277308,171.36337379947292,46.19155351717005,1.0943570852650168,1.4168923123862323,-0.3225352271212154
2015-03-09,173.533935546875,174.64328343433382,173.73457482288927,172.59390752352218,171.38497142880033,49.40001917324666,0.9087086114445526,1.3152555721978965,-0.40654696075334384
2015-03-10,170.71890258789062,174.03953253488103,173.51119169437086,172.5203779182033,171.3783438781445,39.44462810919613,0.5283408405101682,1.157872625860351,-0.6295317853501827
2015-03-11,170.3191680908203,173.46716877425632,173.27474550151527,172.4340559641883,171.36780481558407,38.26536715119122,0.19242327274105264,0.9647827552364913,-0.7723594824954386
2015-03-12,172.48455810546875,173.31599790213517,173.2162131018081,172.43603644031694,171.37891678861774,47.433489256074964,0.09978480032705761,0.7917831642546046,-0.691998363927547
2015-03-13,171.42681884765625,173.02535497067686,173.08366537927833,172.39645927982045,171.37939342602112,43.99636309250293,-0.05831040860147141,0.6217644496833894,-0.6800748582848608
2015-03-16,173.7172088623047,173.1317940309273,173.13059452616918,172.44825338109433,171.4026552711583,52.09172766644761,0.001199504758119474,0.49765146069833543,-0.49645195594021596
2015-03-17,173.20083618164062,173.1424159002678,173.13579761175964,172.47776643209616,171.42054761852629,50.32549962736131,0.006618288508150272,0.3994448262602984,-0.39282653775214815
2015-03-18,175.28297424316406,173.47173256840568,173.2948477326044,172.5877745815498,171.45897972424407,56.70064880429348,0.17688483580127468,0.3549328281684937,-0.17804799236721902
2015-03-19,174.4833984375,173.62737347134328,173.38288852555965,172.66211277197922,171.48907344278393,53.84292474463581,0.24448494578362556,0.33284325169152007,-0.08835830590789451
2015-03-20,176.0235595703125,173.99601748656931,173.57849378813393,172.7939342150511,171.53419270773446,58.21186813777942,0.4175236984353887,0.34977934104029385,0.06774435739509488
2015-03-23,175.68051147460938,174.25517040780625,173.73419880194692,172.90713332326908,171.57544961088746,56.91953926108921,0.5209716058593301,0.38401779400410113,0.13695381185522898
2015-03-24,174.69338989257812,174.32258879007884,173.80524999384554,172.9771826004969,171.60647389229732,53.25576697548571,0.5173387962333038,0.4106819944499417,0.10665680178336212
2015-03-25,172.13345336914062,173.9857987253191,173.68141320683037,172.9440951796594,171.61171746918134,45.140913644300774,0.3043855184887434,0.38942269925770207,-0.08503718076895866
2015-03-26,171.72364807128906,173.63777554777602,173.53639356716064,172.8962345087429,171.61283120651575,43.98545041346541,0.10138198061537196,0.33181455552923605,-0.2304325749138641
2015-03-27,172.11676025390625,173.40377319487297,173.4312355439566,172.86566689090617,171.61784542589277,45.428480704757796,-0.027462349083634763,0.2599591746066619,-0.28742152369029667
2015-03-30,174.21658325195312,173.5288208959622,173.48940944825264,172.9186440031041,171.64370351371426,52.47179234591082,0.03941144770956839,0.2158496292272432,-0.17643818151767482
2015-03-31,172.69393920898438,173.40037755950408,173.43048572682537,172.90983205039353,171.65415362013485,47.66745787772122,-0.030108167321287738,0.16665806991753704,-0.19676623723882478
2015-04-01,172.08334350585938,173.19775693586644,173.33069741416122,172.8774207349216,171.65842416626148,45.85433284586097,-0.13294047829478473,0.10673836027507269,-0.23967883856985742
2015-04-02,172.70240783691406,173.12154938218146,173.28415744547624,172.87055748401934,171.6688120634819,48.01338925083366,-0.16260806329478328,0.0528690755611015,-0.21547713885588476
2015-04-06,173.86520385742188,173.23595776298768,173.32719792043517,172.90956322415278,171.69066670819774,51.89360215915128,-0.09124015744748704,0.02404722895938379,-0.11528738640687083
2015-04-07,173.40512084960938,173.26198285323719,173.3329699892629,172.92899685652364,171.70772595338593,50.294051446893334,-0.07098713602570683,0.005040355962365666,-0.0760274919880725
2015-04-08,173.99066162109375,173.37408727906129,173.38168788791702,172.97063076885973,171.73044173117407,52.308832152108366,-0.00760060885573921,0.002512162998744691,-0.010112771854483902
2015-04-09,174.76036071777344,173.58736011578623,173.4838118012397,173.04081625705243,171.76059017880192,54.89689251514541,0.10354831454651503,0.022719393308298762,0.08082892123821626
2015-04-10,175.71397399902344,173.9145314824381,173.64900900107554,173.14564597242384,171.79992733124195,57.942120510943845,0.2655224813625523,0.07128001091914947,0.19424247044340281
2015-04-13,174.9192352294922,174.06910128967718,173.74309983281012,173.21519849230887,171.8309652207768,54.63161596971768,0.3260014568670613,0.12222430010873184,0.20377715675832944
2015-04-14,175.25384521484375,174.25136958585665,173.85500689814594,173.29514542260435,171.86502372818046,55.777246975616656,0.39636268771070604,0.1770519776291267,0.21931071008157935
2015-04-15,176.04031372070312,174.5265917604484,174.01688147759464,173.40279908135332,171.90656890223542,58.434032318315005,0.5097102828537743,0.24358363867405622,0.2661266441797181
2015-04-16,175.9901123046875,174.7517487672544,174.16304672404596,173.5042623450135,171.94720117489663,58.193703416351106,0.5887020432084569,0.31260731958093635,0.2760947236275205
2015-04-17,173.96560668945312,174.63080383220807,174.14842153629834,173.52235428008956,171.9672848118574,49.37447935167026,0.4823822959097299,0.3465623148466951,0.13581998106303483
2015-04-20,175.55506896972656,174.77299846874936,174.2526176424782,173.60206858164395,172.00298415671185,55.1246197128551,0.5203808262711505,0.3813260171315862,0.13905480913956425
2015-04-21,175.34596252441406,174.86114678500547,174.33360615225124,173.67045657939966,172.03624762305714,54.25160134384652,0.5275406327542385,0.4105689402561167,0.11697169249812178
2015-04-22,176.2075653076172,175.0682880961765,174.4724179415376,173.76995103932975,172.07775327165973,57.255481240662284,0.5958701546389022,0.4476291831326738,0.14824097150622845
2015-04-23,176.65103149414062,175.31178708047867,174.6337967232119,173.88293458657725,172.12325852760483,58.75654722956007,0.6779903572667649,0.493701417959492,0.18428893930727291
2015-04-24,177.06094360351562,175.5808880840228,174.8135853810122,174.00756239116308,172.17238972239002,60.14959810903052,0.7673027030106141,0.5484216749697165,0.2188810280408976
2015-04-27,176.32467651367188,175.6953170731996,174.9255180575055,174.09842961165361,172.21370600887045,56.4607726730809,0.7697990156940762,0.5926971431145884,0.17710187257948773
2015-04-28,176.8851776123047,175.8783725407542,175.07067802452767,174.20771384697326,172.26018831338223,58.54505926870081,0.8076945162265474,0.6356966177369803,0.17199789848956715
2015-04-29,176.1574249267578,175.92130367706247,175.15117779506323,174.28417310500404,172.29896678714718,54.87206655722925,0.7701258819992347,0.6625824705894312,0.1075434114098035
2015-04-30,174.3922576904297,175.6860658329651,175.0949614910163,174.2884117161972,172.31979555235398,47.145954943432216,0.5911043419488067,0.6482868448613064,-0.05718250291249971
2015-05-01,176.2828826904297,175.7778838110366,175.1829556539358,174.36662626420633,172.3592292552204,54.53065091658122,0.5949281571007816,0.6376151073092015,-0.04268695020841984
2015-05-04,176.78488159179688,175.93280654653816,175.30161683451811,174.4614598064648,172.4032655968779,56.277446020258594,0.6311897120200456,0.6363300282513703,-0.005140316231324715
2015-05-05,174.76036071777344,175.75243026518973,175.26152378883333,174.47318141082985,172.42671927967288,48.23021288605453,0.4909064763564004,0.6072453178723763,-0.11633884151597595
2015-05-06,174.0408477783203,175.48910988259445,175.17110334361016,174.45622715073145,172.44278025975893,45.72761110220561,0.3180065389842923,0.5493975620947595,-0.23139102311046722
2015-05-07,174.7351837158203,175.37312124155227,175.1388130008109,174.4671666238722,172.46559024439637,48.50449432754314,0.23430824074137035,0.48637969782408175,-0.2520714570827114
2015-05-08,177.03579711914062,175.62891753041202,175.2793303429094,174.5678972315298,172.51106493966745,56.45470443580896,0.3495871875026353,0.4590211957597925,-0.10943400825715721
2015-05-11,176.19085693359375,175.71536974628614,175.34685083110824,174.6315427100421,172.54767978537816,53.20581182209762,0.36851891517790136,0.4409207396434143,-0.07240182446551291
2015-05-12,175.66383361816406,175.70744111119043,175.3703310375568,174.67202470643906,172.57868629117704,51.22560364323003,0.33711007363362455,0.42015860644145636,-0.08304853280783181
2015-05-13,175.6973114013672,175.70588269429456,175.39455180524646,174.7122320278088,172.60971738680084,51.34946929869696,0.3113308890480937,0.3983930629627839,-0.08706217391469018
2015-05-14,177.5294189453125,175.9864267329127,175.55269011191803,174.82270994614228,172.6586696411144,57.68308812429038,0.43373662099466515,0.40546177456916016,0.028274846425504985
2015-05-15,177.7218017578125,176.2534075059742,175.71336504865096,174.93639982110975,172.70904906516114,58.29703565551998,0.5400424573232385,0.43237791111997587,0.10766454620326266
2015-05-18,178.27395629882812,176.56426116641327,175.90303847459,175.0672843888634,172.76442127644142,60.08686724546474,0.6612226918232693,0.47814686726063454,0.18307582456263477
2015-05-19,178.21539306640625,176.8182814587199,176.07432399990972,175.19073963112,172.81865980171472,59.79374413141258,0.7439574588101721,0.5313089855705421,0.21264847323963
2015-05-20,178.08990478515625,177.0139158166332,176.22362628029836,175.30443238225868,172.87111000055495,59.12812252957253,0.790289536334825,0.5831050957233986,0.20718444061142638
2015-05-21,178.60858154296875,177.2592490053002,176.40028963308876,175.43400685914926,172.9281992696337,61.05773952839824,0.8589593722114444,0.6382759510210079,0.2206834211904365
2015-05-22,178.18194580078125,177.40120235845114,176.53226416402896,175.5417691705858,172.98047535452073,58.60676168042143,0.868938194422185,0.6844083997012433,0.18452979472094166
2015-05-26,176.26617431640625,177.22658265967502,176.5125538049458,175.57017721551995,173.01316887652956,49.07946598484589,0.7140288547292073,0.6903324907068361,0.023696364022371186
2015-05-27,177.93930053710938,177.3362315638957,176.61823874806905,175.66308401244504,173.06218511195823,55.83243909110028,0.7179928158266478,0.6958645557307985,0.022128260095849228
2015-05-28,177.738525390625,177.39812292185405,176.70122294381395,175.7444738704129,173.1087158609997,54.89168830774001,0.6968999780401077,0.6960716401926604,0.0008283378474472913
2015-05-29,176.63424682617188,177.28060352251833,176.69626174991453,175.77936692750148,173.1437957711009,49.910496638242655,0.5843417726038069,0.6737256666748898,-0.08938389407108283
2015-06-01,176.9940185546875,177.23651352746742,176.71831780952735,175.82700032464604,173.18210644556447,51.45608740885682,0.518195717940074,0.6426196769279267,-0.12442395898785263
2015-06-02,176.8183135986328,177.1721750768775,176.72572490501665,175.86587535499845,173.21828761126665,50.634346958910136,0.446450171860846,0.6033857759145106,-0.15693560405366458
2015-06-03,177.28677368164062,177.18980563145644,176.76728407365545,175.92159685800402,173.25877005972808,52.798685824099735,0.4225215578009909,0.5672129322918067,-0.14469137449081582
2015-06-04,175.78927612304688,176.9743395532396,176.69483904027703,175.91640780957434,173.28394922453722,45.87476019975194,0.2795005129625565,0.5096704484259567,-0.23016993546340014
2015-06-05,175.4882049560547,176.745703461365,176.60545873774205,175.89961554080887,173.30588211738817,44.608183353411576,0.14024472362294205,0.43578530346535377,-0.2955405798424117
2015-06-08,174.40895080566406,176.38620305279562,176.442754446477,175.84115810021495,173.31685792523172,40.31156623278513,-0.05655139368138862,0.33731796403600534,-0.39386935771739395
2015-06-09,174.3838348388672,176.07814640449894,176.29024188295037,175.7840081683974,173.32747461093953,40.21449164462019,-0.21209547845143106,0.22743527553851806,-0.4395307539899491
2015-06-10,176.4752960205078,176.13924634542337,176.30394959684352,175.81111749593114,173.3587962170049,50.83241031777428,-0.16470325142014985,0.14900757014678448,-0.3137108215669343
2015-06-11,177.04420471191406,176.27847070949886,176.35878330907096,175.85947385734224,173.39546694829755,53.26390505458676,-0.08031259957209613,0.10314353620300837,-0.1834561357751045
2015-06-12,175.68890380859375,176.1877681093596,176.3091626053319,175.8527848358227,173.4182872155642,47.26696172444838,-0.12139449597228236,0.05823592976795023,-0.17963042574023258
2015-06-15,174.93603515625,175.9951938088812,176.20744946095544,175.8168338679963,173.43338918512327,44.28422989956274,-0.2122556520742478,0.004137613399510625,-0.21639326547375842
2015-06-16,175.8897247314453,175.978967796968,176.18391429580655,175.8196923332296,173.45783033483792,48.700373886212596,-0.20494649883855232,-0.037679209048101965,-0.16726728979045036
2015-06-17,176.1741180419922,176.0089909115871,176.18318864737586,175.83359138063204,173.48485807321757,49.9737596132309,-0.1741977357887663,-0.06498291439623484,-0.10921482139253146
2015-06-18,178.00625610351562,176.3162624795761,176.31823068116398,175.91879391878436,173.5298471083449,57.32329899890046,-0.0019682015878856873,-0.05237997183456501,0.050411770246679324
2015-06-19,177.2160186767578,176.45468650991174,176.38473349565243,175.96966547792059,173.56652543240872,53.66138441587047,0.06995301425931189,-0.027913374615789636,0.09786638887510152
2015-06-22,178.1239471435547,176.7114958381645,176.5135641362378,176.05414711186702,173.61187291212164,57.055765661018256,0.19793170192670573,0.017255640692709434,0.1806760612339963
2015-06-23,178.25,176.94818878613918,176.642189015035,176.14025898983303,173.658023430409,57.52100617597934,0.3059997711041831,0.07500446677500416,0.23099530432917892
2015-06-24,176.9553985595703,176.94929798205166,176.66538972203762,176.17222524746978,173.69083313318674,51.366151921710326,0.28390826001404434,0.11678522542281221,0.16712303459123212
2015-06-25,176.41738891601562,176.86746581804613,176.64701929196193,176.1818395089814,173.7179630414736,49.018725584533954,0.2204465260842028,0.13751748555509033,0.08292904052911246
2015-06-26,176.38381958007812,176.7930587045126,176.62752301700758,176.18976029608322,173.74448897718113,48.86865943480703,0.16553568750501313,0.1431211259450749,0.022414561559938234
2015-06-29,172.6849365234375,176.1610399074241,176.3354795730394,176.0523162265677,173.73394616669614,35.84656580934086,-0.17443966561529578,0.07960896763300077,-0.2540486332482965
2015-06-30,173.04640197753906,175.68186484128796,176.09184419559494,175.93443723640974,173.72710493098313,37.5965725094891,-0.4099793543069836,-0.018308696754996114,-0.3916706575519875
2015-07-01,174.43350219726562,175.48980904989992,175.96900404757056,175.87557703879625,173.73413375950335,43.91870459652445,-0.4791949976706462,-0.11048595693812614,-0.3687090407325201
2015-07-02,174.2738037109375,175.30273130544415,175.84343365226442,175.81276239848808,173.7395036097664,43.37387463324437,-0.5407023468202681,-0.19652923491455454,-0.34417311190571354
2015-07-06,173.77781677246094,175.0681290696006,175.6904249945012,175.73296060923212,173.73988483526585,41.645898187095526,-0.6222959249006124,-0.2816825729117661,-0.34061335198884624
2015-07-07,174.87062072753906,175.0377431708219,175.629698752504,175.69914335896965,173.75113593867155,46.68566345681054,-0.5919555816821003,-0.343737174665833,-0.2482184070162673
2015-07-08,171.93678283691406,174.5606723502207,175.35614942542327,175.55159980908513,173.73308267397746,37.35751518392829,-0.7954770752025695,-0.4340851547731803,-0.36139192042938917
2015-07-09,172.24781799316406,174.2048486029812,175.1259026526633,175.42203973787255,173.71830392093455,38.754664976215,-0.9210540496821125,-0.5314789337549668,-0.38957511592714567
2015-07-10,174.41665649414062,174.23743443239033,175.07336590018016,175.38261294400073,173.7252527027575,47.54080349784645,-0.835931467789834,-0.5923694405619403,-0.24356202722789366
2015-07-13,176.34185791015625,174.56119189050816,175.1673282712895,175.4202303936539,173.75128857546795,53.867354751841056,-0.6061363807813507,-0.5951228286058224,-0.01101355217552824
2015-07-14,177.10675048828125,174.95281629016554,175.31098917625187,175.48636843658048,173.78467625619248,56.13101845047477,-0.35817288608632225,-0.5477328401019225,0.18955995401560022
2015-07-15,177.04788208007812,175.27513410399825,175.43964790986863,175.54760426573725,173.8171459658829,55.90366040724882,-0.1645138058703708,-0.47108903325561213,0.30657522738524134
2015-07-16,178.46861267089844,175.76643849890598,175.66401566994492,175.66215361495927,173.8634292166791,60.10370664524754,0.10242282896106758,-0.3563866608122762,0.4588094897733438
2015-07-17,178.619873046875,176.20542842936274,175.88296806823604,175.7781426122893,173.91075701598453,60.534694593672654,0.3224603611267014,-0.2206172564244807,0.5430776175511821
2015-07-20,178.71237182617188,176.59111202887183,176.09255353178685,175.8932104245984,173.95853427777746,60.813476652633064,0.4985584970849857,-0.07678210572258744,0.5753406028075732
2015-07-21,178.0062255859375,176.80882180688192,176.2343070172795,175.97607376425876,173.99880981318205,57.47555702479251,0.5745147896024321,0.05347727334241647,0.5210375162600156
2015-07-22,177.6868133544922,176.9438974295912,176.34190007929524,176.04316159132674,174.0355063658319,55.97883391096288,0.6019973502959601,0.1631812887331252,0.4388160615628349
2015-07-23,176.6864013671875,176.90428265075985,176.36741869321318,176.0683866805762,174.06188343052202,51.45891226782879,0.5368639575466716,0.23791782249583449,0.2989461350508371
2015-07-24,174.85386657714844,176.5888340240504,176.25530372165284,176.0207584412261,174.0697638598417,44.388628989297956,0.33353030239757686,0.25704031847618297,0.07648998392139389
2015-07-27,173.8366241455078,176.16541711965925,176.07614227156802,175.9351061159038,174.06744406168912,41.01945799808965,0.08927484809123598,0.22348722439919358,-0.1342123763079576
2015-07-28,175.9718780517578,176.13564187844364,176.0684189960265,175.93654815260396,174.0863936536301,49.65716946092778,0.06722288241712704,0.19223435600278027,-0.12501147358565323
2015-07-29,177.18234252929688,176.29667274780567,176.15093185034283,175.9854028340429,174.11719911507953,53.78882539739507,0.14574089746284358,0.18293566429479294,-0.03719476683194936
2015-07-30,177.22439575195312,176.43939936382836,176.23044769490656,176.033990791608,174.14811649455092,53.93028549587129,0.20895166892179873,0.1881388652201941,0.020812803701604626
2015-07-31,176.9553985595703,176.51878385548096,176.28414775895573,176.07012442956733,174.17604964942674,52.81652974557038,0.23463609652523587,0.19743831148120247,0.0371977850440334
2015-08-03,176.35858154296875,176.4941373458637,176.28966137258632,176.08143647323013,174.19776638468588,50.332897413880396,0.20447597327736844,0.1988458438404357,0.0056301294369327515
2015-08-04,176.01390075683594,176.42025479370557,176.2692346603085,176.0787880137637,174.2158373734635,48.9026524785244,0.15102013339705422,0.1892807017517594,-0.03826056835470518
2015-08-05,176.59400939941406,176.4469862715069,176.2932920483904,176.0989927739853,174.2395007767068,51.40543509347603,0.1536942231164744,0.1821634060247024,-0.028469182908228002
2015-08-06,175.14805603027344,176.24715084977868,176.20845975075213,176.06170113697698,174.24854112748855,45.43209584984886,0.038691099026550546,0.15346894462507205,-0.1147778455985215
2015-08-07,174.81182861328125,176.0263320441637,176.10500559242095,176.0126865282046,174.25414597809345,44.147467630706345,-0.0786735482572567,0.1070404460486063,-0.185713994305863
2015-08-10,177.0143280029297,176.17833142243538,176.17236280801419,176.05196658603697,174.28161047585303,53.43573652581926,0.005968614421192342,0.0868260797231235,-0.08085746530193116
2015-08-11,175.4169921875,176.06120230936838,176.11640942871685,176.0270656292316,174.29290780631717,47.293100106888474,-0.05520711934846645,0.05841943990880552,-0.11362655925727197
2015-08-12,175.62725830078125,175.99444169266266,176.08017601183272,176.01138691046884,174.3061849256651,48.13823885145355,-0.08573431917005792,0.029588688093032837,-0.11532300726309075
2015-08-13,175.40859985351562,175.90431217894775,176.03042962973515,175.98774820235303,174.31715422842979,47.28905287927552,-0.12611745078740455,-0.0015525396830546408,-0.1245649111043499
2015-08-14,176.0475616455078,175.92635055841853,176.03169866794053,175.99009382757478,174.3343722126793,50.06136784590712,-0.10534810952199791,-0.022311653650843297,-0.08303645587115462
2015-08-17,177.03106689453125,176.0963069178205,176.10572594398428,176.03091630078876,174.3612049955833,54.06599882804637,-0.009419026163783428,-0.019733128153431326,0.010314101989647897
2015-08-18,176.518310546875,176.16123055305965,176.13628776642062,176.0500298006353,174.3826687324121,51.73660544575747,0.0249427866390306,-0.010797945194938941,0.035740731833969544
2015-08-19,175.12283325195312,176.00147712212018,176.06121706164527,176.01366915166736,174.39003355350206,45.93606085366166,-0.05973993952508749,-0.020586344060968653,-0.03915359546411884
2015-08-20,171.46604919433594,175.30371897938414,175.7208342566594,175.83533111412495,174.36093918176908,34.89530006873596,-0.41711527727525777,-0.09989213070382648,-0.3172231465714313
2015-08-21,166.30447387695312,173.9192197328563,175.02332608038486,175.46157200678488,174.2807753478903,25.557709666063786,-1.1041063475285569,-0.3007349740687726,-0.8033713734597843
2015-08-24,159.30191040039062,171.67040291247696,173.85877677075567,174.8278597869263,174.1317319155769,18.37421058562552,-2.188373858278709,-0.6782627509107599,-1.510111107367949
2015-08-25,157.4273223876953,169.47915975481826,172.6416320016401,174.1454857712702,173.96551888544872,16.99694281083812,-3.162472246821835,-1.175104650092975,-1.9873675967288602
2015-08-26,163.47149658203125,168.5549038820818,171.9623627112987,173.7268979599275,173.8611007530764,34.13871491823002,-3.407458829216921,-1.6215754859177642,-1.7858833432991568
2015-08-27,167.5150146484375,168.3949209230596,171.63292952145713,173.48329469281026,173.7979556177069,42.66890936213659,-3.2380085983975277,-1.9448621084137172,-1.2931464899838105
2015-08-28,167.52337646484375,168.26083716025715,171.3285181839302,173.2495724093606,173.7355219942953,42.68544114178505,-3.0676810236730603,-2.169425891465586,-0.8982551322074741
