Price,Close,High,Low,Open,Volume
Ticker,TQQQ,TQQQ,TQQQ,TQQQ,TQQQ
Date,,,,,
2015-12-18,2.1662561893463135,2.2835929156332027,2.1614749378673412,2.267456533865599,204955200
2015-12-21,2.2306013107299805,2.2308012514653246,2.171236011027359,2.2198439520102395,128059200
2015-12-22,2.2728350162506104,2.2827960314606526,2.229804898751091,2.265464567181548,134044800
2015-12-23,2.3248298168182373,2.3284155265273294,2.295943970457517,2.3084944104044607,109896000
2015-12-24,2.3200490474700928,2.341564222114624,2.31885373465844,2.3228384146740924,48480000
2015-12-28,2.3194515705108643,2.3194515705108643,2.2549060447557854,2.3037139306640415,102672000
2015-12-29,2.425233840942383,2.4427643322886627,2.354910794935011,2.359692045286328,145305600
2015-12-30,2.3632776737213135,2.423839416144864,2.3614848188925635,2.4208512487694285,89592000
2015-12-31,2.2756242752075195,2.3501296651917856,2.273033937172063,2.33757922434934,175905600
2016-01-04,2.1365718841552734,2.1365718841552734,2.0467267106401157,2.1240214466844307,265867200
2016-01-05,2.117448091506958,2.170040712623376,2.088562240632429,2.1614747225450137,132326400
2016-01-06,2.06067156791687,2.0927452928650663,2.008875528593875,2.011664895084554,243787200
2016-01-07,1.8646448850631714,2.0021026321196524,1.8618555185598136,1.9264010262806683,340348800
2016-01-08,1.8206183910369873,1.939749206675918,1.8122514303266375,1.9050859371728093,331819200
2016-01-11,1.8365556001663208,1.8732107483843234,1.751092693956365,1.858469510757858,336177600
2016-01-12,1.8985118865966797,1.9269988808341028,1.8208183846244208,1.8859613311754817,317520000
2016-01-13,1.6998944282531738,1.9347679782265055,1.693320323457691,1.9214209678524334,413400000
2016-01-14,1.8098605871200562,1.8556801786923038,1.6395325417841524,1.721409511999784,363417600
2016-01-15,1.643517255783081,1.6992969541947869,1.5723977498879982,1.6291738461388376,564715200
2016-01-19,1.6504900455474854,1.7156330999997473,1.5939128660550905,1.7078636821340925,259228800
2016-01-20,1.6355490684509277,1.6889381426247088,1.46502106366819,1.5729954366040069,554697600
2016-01-21,1.641525387763977,1.713441346475982,1.5909246585207508,1.656067597342139,338112000
2016-01-22,1.7829670906066895,1.7857563437037587,1.7234026471444657,1.7381438879495625,286881600
2016-01-25,1.7026841640472412,1.7947212013428633,1.699297254331501,1.7670306610114084,277084800
2016-01-26,1.7512917518615723,1.7720103516420602,1.6809698449304025,1.7251953852846975,243038400
2016-01-27,1.621005654335022,1.741331662685521,1.5976976283742697,1.7194178641276696,358315200
2016-01-28,1.6849534511566162,1.7012896555736403,1.6038738470680503,1.6971060615835822,315571200
2016-01-29,1.7947206497192383,1.7947206497192383,1.6843556680289355,1.6887389744125483,257716800
2016-02-01,1.8048807382583618,1.8275911074138367,1.7461128747093921,1.7654363348890278,228240000
2016-02-02,1.6903324127197266,1.7835647568350335,1.6737983166714892,1.7835647568350335,256867200
2016-02-03,1.666426420211792,1.722604856083849,1.5765811161413699,1.7222070265211926,471302400
2016-02-04,1.6634385585784912,1.7042781075128444,1.6066624559965512,1.649892630467167,284035200
2016-02-05,1.4923136234283447,1.6490949592607258,1.473786733600442,1.6475018170385083,429777600
2016-02-08,1.4241825342178345,1.4419129686056664,1.3415089778472864,1.409042552064534,514963200
2016-02-09,1.4076474905014038,1.473985869637342,1.3590395467348417,1.3654147383802049,459494400
2016-02-10,1.4243812561035156,1.512434505839317,1.4221905716458603,1.45924434979325,375528000
2016-02-11,1.4209951162338257,1.4524702718672895,1.3582425798213054,1.3705933060030406,477076800
2016-02-12,1.4815560579299927,1.4877313075107639,1.4267717350427938,1.4654196803958923,316430400
2016-02-16,1.5801674127578735,1.5801674127578735,1.521399537648442,1.5502852762064303,299313600
2016-02-17,1.6893370151519775,1.697902891238776,1.6056670604598706,1.6202093863085263,365232000
2016-02-18,1.6319630146026611,1.7078636531234457,1.6265843360064043,1.7072659968369102,257899200
2016-02-19,1.6488957405090332,1.6626414912671004,1.5980961029343657,1.6134359075510964,238934400
2016-02-22,1.7267882823944092,1.7325658161845476,1.6889379354430967,1.6937190714970738,248265600
2016-02-23,1.6407277584075928,1.7110506875926055,1.6391347302994084,1.6963085375999645,267825600
2016-02-24,1.6895356178283691,1.6953131517078603,1.5546672945037585,1.585147080065978,350558400
2016-02-25,1.736151933670044,1.7381438175494055,1.6544738654432518,1.7006922057377745,259598400
2016-02-26,1.7321672439575195,1.7799786091690337,1.7204142863751626,1.7757951289619371,248577600
2016-02-29,1.6863486766815186,1.7668305146104233,1.6863486766815186,1.728183592800048,229968000
2016-03-01,1.8477121591567993,1.8481099887549457,1.7188202709828135,1.7325660245421464,311136000
2016-03-02,1.8497042655944824,1.851696035624615,1.8070726583393302,1.8407395335936958,193972800
2016-03-03,1.839345097541809,1.8465167450957476,1.8002984096063146,1.8449228049910535,206596800
2016-03-04,1.8425323963165283,1.877793323908649,1.8054784996296014,1.8463171353263677,237844800
2016-03-07,1.8082678318023682,1.846118184945184,1.768424682861251,1.8138455397995465,189124800
2016-03-08,1.7604564428329468,1.817830084194123,1.7534835954725148,1.7698188896574416,212563200
2016-03-09,1.7941232919692993,1.7973103744743997,1.753084831330822,1.7841622769964574,208344000
2016-03-10,1.787350058555603,1.8499026580510611,1.7186211836667267,1.8228098951804526,343454400
2016-03-11,1.879984974861145,1.8819767447129325,1.8293842401728528,1.8451217640077953,169660800
2016-03-14,1.8909412622451782,1.9048859302984933,1.8588675339983616,1.861059130470172,157166400
2016-03-15,1.889746069908142,1.894925947969495,1.8528910910228118,1.8718167223885884,193118400
2016-03-16,1.9379563331604004,1.954092484100553,1.8730120759397026,1.8730120759397026,176457600
2016-03-17,1.932377815246582,1.9497095087636889,1.9007027101935774,1.9232142824636165,127507200
2016-03-18,1.943534016609192,1.959869197093997,1.9146481666170667,1.948315039483218,147537600
2016-03-21,1.96664297580719,1.9732168528654654,1.9313820534829942,1.9351667919273998,136008000
2016-03-22,1.9841740131378174,1.999115082170508,1.9329755000334266,1.9347685833455315,127214400
2016-03-23,1.9369596242904663,1.977998080121916,1.9234126728721292,1.9736146595312096,154454400
2016-03-24,1.9363619089126587,1.9399476182218358,1.8985114505268406,1.9054832704358746,127022400
2016-03-28,1.9293893575668335,1.956283321403188,1.9200267973763738,1.9558854918190365,129384000
2016-03-29,2.0216257572174072,2.02600826543436,1.9094679266292802,1.9188311692277427,179793600
2016-03-30,2.0519063472747803,2.0899566436612647,2.0387581346132984,2.058480453605521,209884800
2016-03-31,2.0399527549743652,2.0702336219659947,2.033378650875084,2.047324341947113,118521600
2016-04-01,2.1078855991363525,2.110276224390053,1.9975206037553794,2.008875731736598,163022400
2016-04-04,2.0817878246307373,2.111669950878691,2.069237386322404,2.1046980171110774,136632000
2016-04-05,2.0258092880249023,2.0582808409125897,2.0152507327423956,2.034176247169592,146841600
2016-04-06,2.12282657623291,2.124420630312152,2.0299929885825914,2.0319848722339553,182088000
2016-04-07,2.0311882495880127,2.097127872541,2.0046921168097276,2.086769029097127,252225600
2016-04-08,2.026407241821289,2.0823856233086757,2.005289901360618,2.0680423286133642,166243200
2016-04-11,2.0046920776367188,2.082784309266335,2.0030989355593087,2.0527033793490763,137059200
2016-04-12,2.0515084266662598,2.065453209923157,1.9710255558733962,2.008478080214967,182424000
2016-04-13,2.1315925121307373,2.1417525561598,2.093143476666642,2.1015104376419953,162182400
2016-04-14,2.132986307144165,2.1564933602880973,2.1162523876922776,2.1321899640836004,111240000
2016-04-15,2.1166515350341797,2.1411548766367634,2.100515154761854,2.1260138683853618,83092800
2016-04-18,2.1479275226593018,2.152310031599596,2.0949363940353987,2.099119874192211,101462400
2016-04-19,2.1108739376068115,2.171434777064649,2.0768083229226586,2.1694428931687337,158582400
2016-04-20,2.116054058074951,2.144540940485431,2.088562319733568,2.1080846981484136,107769600
2016-04-21,2.1166515350341797,2.138764251118805,2.0879647127664667,2.1148586798870093,133473600
2016-04-22,2.0208287239074707,2.0628634686031986,1.971822043842689,2.035371960856142,201321600
2016-04-25,2.019235134124756,2.0204304465422394,1.9907473488035528,1.9987155662942004,96950400
2016-04-26,1.9915443658828735,2.043340418903021,1.9726197574435758,2.030989005063367,109315200
2016-04-27,1.943732500076294,1.9560841387667778,1.8937304548891023,1.9311820606006556,183004800
2016-04-28,1.8748048543930054,1.98357567350871,1.861457729683233,1.9501078343881342,160771200
2016-04-29,1.8449227809906006,1.883769527711048,1.7989042728182287,1.8684297210101746,191260800
2016-05-02,1.8937305212020874,1.9022963959288957,1.8337664343411528,1.8564768030409635,118017600
2016-05-03,1.843328833580017,1.8789885001349702,1.8263958837543237,1.8540864193847535,145963200
2016-05-04,1.8068724870681763,1.8281887425965766,1.7925290781896097,1.8094629389255814,155145600
2016-05-05,1.8058768510818481,1.837551831642602,1.7931264722180456,1.8240049958159603,143976000
2016-05-06,1.8319737911224365,1.8335678454636541,1.7720106055336375,1.7769906574543413,156849600
2016-05-09,1.8481098413467407,1.8732108351444783,1.8311768927012817,1.8337664326039307,118540800
2016-05-10,1.9256044626235962,1.9267997751395838,1.858269702132811,1.8678319742781604,116481600
2016-05-11,1.8730119466781616,1.933174949110821,1.870222580022875,1.9162410882971934,127065600
2016-05-12,1.8467158079147339,1.891140266150799,1.8080679723791107,1.8877542688208218,184742400
2016-05-13,1.8244041204452515,1.8758013103736026,1.815837219177583,1.8455204366137758,155966400
2016-05-16,1.8947257995605469,1.914846855344918,1.829782690790297,1.8317744603254065,117292800
2016-05-17,1.8220133781433105,1.9058822350119908,1.8086654551263333,1.89253522392526,187228800
2016-05-18,1.842731237411499,1.8724144557115274,1.7993031771720587,1.8118536183597482,237969600
2016-05-19,1.8136465549468994,1.8355594424826407,1.7740023223445747,1.8202206605893296,254097600
2016-05-20,1.8742073774337769,1.8957224352112938,1.8325712613465974,1.8357593697051675,125352000
2016-05-23,1.8650437593460083,1.9001047422935942,1.861257994836839,1.8789884270215134,86928000
2016-05-24,1.9791936874389648,1.9851700230336464,1.8957225360270125,1.89711676355159,150004800
2016-05-25,2.021824598312378,2.0389572560363534,1.9907471623166404,2.0019034864955745,140846400
2016-05-26,2.038757801055908,2.0461293893247547,2.012461608017819,2.028597986012521,95270400
2016-05-27,2.069437265396118,2.0710304074478834,2.041945761753569,2.042144562536216,107140800
2016-05-31,2.0817878246307373,2.0915500365900983,2.0509103266542787,2.080792452902233,112948800
2016-06-01,2.0825860500335693,2.0959330640623954,2.057285223717004,2.0628637302466455,100536000
2016-06-02,2.0943386554718018,2.095533968103656,2.0359696451231852,2.068441203039449,104659200
2016-06-03,2.0656516551971436,2.0861714528917115,2.025211881905806,2.082385574611197,155529600
2016-06-06,2.0877647399902344,2.1042998615719406,2.0662495666239655,2.0750154973654253,85996800
2016-06-07,2.0730230808258057,2.0977252165277434,2.069038402070663,2.0945382486642496,77107200
2016-06-08,2.082186698913574,2.0953349082558974,2.0598749591525847,2.0843782951198397,82262400
2016-06-09,2.0730230808258057,2.0791984437643882,2.0453316381186366,2.0572845344713873,99729600
2016-06-10,2.003298044204712,2.0276025811564082,1.980786590100531,2.0172425975891097,161760000
2016-06-13,1.9519007205963135,2.0011064242843903,1.9443303317426905,1.9696311521910583,119049600
2016-06-14,1.9528969526290894,1.9720214948326262,1.908471479610005,1.9359630945210367,141729600
2016-06-15,1.9353657960891724,1.9720219755198651,1.924608209979668,1.9656466705996307,106377600
2016-06-16,1.9493114948272705,1.956880972527816,1.8682309712867016,1.906878806636204,164361600
2016-06-17,1.882574439048767,1.9413424230395553,1.8696251419641705,1.9413424230395553,167020800
2016-06-20,1.916440725326538,1.974809723723771,1.913651359113253,1.9501075889811743,139243200
2016-06-21,1.9355658292770386,1.9477175294553544,1.914648198405936,1.928194240121757,86414400
2016-06-22,1.9230152368545532,1.9732169998531173,1.9174365032461298,1.9411432712997432,103296000
2016-06-23,2.004094362258911,2.0048918451589426,1.943334509437233,1.9676381313903581,128558400
2016-06-24,1.7586630582809448,1.879585790702936,1.745116222293096,1.7929275787978662,325502400
2016-06-27,1.656266689300537,1.7210120334628387,1.6295726644327129,1.718621408080528,235963200
2016-06-28,1.7600576877593994,1.7624481991354224,1.7050745582153726,1.7066684984457348,199468800
2016-06-29,1.851496696472168,1.8644459914871998,1.7997007703160823,1.80308767912238,208464000
2016-06-30,1.9188315868377686,1.9210224994492717,1.8447240247493228,1.862653258933135,165811200
2016-07-01,1.9451278448104858,1.9684358700711742,1.9132529187983902,1.915444515171791,131424000
2016-07-05,1.9106634855270386,1.9236127818091875,1.8797849555805612,1.9200268438832917,130939200
2016-07-06,1.9556856155395508,1.959869095831643,1.866039218453161,1.8845661086001206,173476800
2016-07-07,1.9742125272750854,1.98815799288869,1.9473185638114208,1.964451225705465,126230400
2016-07-08,2.065452814102173,2.070233836134647,1.9981179403091651,2.003496732584791,150043200
2016-07-11,2.1007142066955566,2.1248188070003766,2.0869682238072675,2.088960107784031,142646400
2016-07-12,2.1337831020355225,2.150716963963604,2.1254161414318284,2.139759665311431,115790400
