Price,Close,EMA_8,EMA_21,EMA_50,EMA_200
Ticker,SPY,,,,
Date,,,,,
2015-03-30,174.21656799316406,173.42549364362162,173.56351188278433,172.91864984213032,171.6437214881695
2015-03-31,172.69398498535156,173.26293616400605,173.48446398301772,172.90983945558997,171.65417187122603
2015-04-01,172.08328247070312,173.00079089882763,173.35708384553456,172.87742545618266,171.65844162843476
2015-04-02,172.7023468017578,172.93446998836768,173.2975622961003,172.87055962659738,171.66882874458724
2015-04-06,173.86526489257812,173.14131330041445,173.34917162305283,172.90956767624368,171.6906838306369
2015-04-07,173.4051055908203,173.19993380939354,173.3542565292135,172.92900053563886,171.70774275362382
2015-04-08,173.9906768798828,173.37565449172448,173.4121129247289,172.9706349020798,171.73045851607415
2015-04-09,174.76034545898438,173.68336359556002,173.5346795187521,173.04081962980158,171.76060664485934
2015-04-10,175.7139892578125,174.13461374272725,173.7327985859394,173.1456498112922,171.79994378528673
2015-04-13,174.9193115234375,174.30899102732954,173.84066339843923,173.2152051725528,171.83098227024345
2015-04-14,175.2539520263672,174.51898236044903,173.96914418279633,173.29515602956513,171.8650416708019
2015-04-15,176.04029846191406,174.85705260521902,174.1574309354434,173.40280867397098,171.90658651449456
2015-04-16,175.9901123046875,175.10884364954535,174.3240383326474,173.50427156145005,171.94721861190942
2015-04-17,173.96554565429688,174.854777428379,174.29144808916098,173.5223607415617,171.9673014680526
2015-04-20,175.55508422851562,175.0104011617427,174.40632410182957,173.60207538810891,172.00300079900248
2015-04-21,175.34593200683594,175.0849635717634,174.4917430022847,173.67046192217666,172.03626379609537
2015-04-22,176.20758056640625,175.33443401501737,174.64772823538664,173.76995677096997,172.07776943560097
2015-04-23,176.65101623535156,175.62700784175829,174.82984532629254,173.88293949506337,172.1232743788821
2015-04-24,177.06092834472656,175.9456568424179,175.03267105524108,174.00756650877565,172.1724052641144
2015-04-27,176.32470703125,176.02989021771393,175.1501288712419,174.09843476455896,172.21372169960827
2015-04-28,176.8852081298828,176.21996086486257,175.30786334930016,174.20771999457168,172.2602041516508
2015-04-29,176.15744018554688,176.2060673805702,175.38509760714078,174.28417960990404,172.2989826196498
2015-04-30,174.39222717285156,175.80299177885496,175.29483665856904,174.2884167692353,172.31981092366175
2015-05-01,176.2828826904297,175.90963420364935,175.38465902510183,174.36663111908607,172.35924447357985
2015-05-04,176.78488159179688,176.1041336232377,175.51195198571045,174.46146447095708,172.40328066381088
2015-05-05,174.76034545898438,175.8055140311814,175.44362411964445,174.473185294017,172.4267340448574
2015-05-06,174.04090881347656,175.4133795383581,175.31610454635646,174.45623327517228,172.44279548534118
2015-05-07,174.7352294921875,175.26267952809798,175.2632977232502,174.46717430329053,172.46560577396653
2015-05-08,177.0358428955078,175.65671583196684,175.42443819345542,174.56790640494611,172.51108077020078
2015-05-11,176.1907958984375,175.77540029118254,175.4941070757265,174.63154913018107,172.54769485107877
2015-05-12,175.66384887695312,175.75061108802043,175.50953814856527,174.67203147319174,172.57870135879892
2015-05-13,175.6973114013672,175.7387667132086,175.52660844427453,174.71223852919863,172.60973230449613
2015-05-14,177.5294647216797,176.13669960397996,175.708686287675,174.82271798772732,172.65868486586115
2015-05-15,177.72181701660156,176.48894791789587,175.89169817212286,174.9364081457224,172.70906429024663
2015-05-18,178.27395629882812,176.88561644699192,176.10826709273243,175.06729238702067,172.76443635003352
2015-05-19,178.2154541015625,177.18113592578538,176.29982954808062,175.19074970915958,172.81867533263582
2015-05-20,178.08993530273438,177.38309134288517,176.4625664348673,175.30444326184877,172.871125680597
2015-05-21,178.60853576660156,177.65541232593324,176.65765455593404,175.43401551693714,172.9282143381692
2015-05-22,178.1819305419922,177.77241637394636,176.79622510012115,175.54177689046873,172.98049012129184
2015-05-26,176.2661895751953,177.43769930755724,176.74804005240063,175.57018523104625,173.01318364819636
2015-05-27,177.93934631347656,177.54917641998375,176.85634062158934,175.66309350878862,173.0622001921295
2015-05-28,177.73855590820312,177.59126075069918,176.9365420112815,175.7444841911186,173.108731094777
2015-05-29,176.63426208496094,177.37859438053513,176.9090620179796,175.77937744185752,173.1438110051271
2015-06-01,176.9939727783203,177.2931229133763,176.91678117801058,175.82700863152274,173.18212107252208
2015-06-02,176.81834411621094,177.1876165140062,176.9078323542106,175.86588453288306,173.21830239633988
2015-06-03,177.28680419921875,177.2096582218312,176.94228434012044,175.92160687273937,173.25878500134365
2015-06-04,175.78933715820312,176.89403131880275,176.83747095994613,175.9164198251105,173.283964624795
2015-06-05,175.48814392089844,176.58161189704623,176.71480486548725,175.899624691612,173.30589675709456
2015-06-08,174.4089813232422,176.09880510286754,176.50518454346496,175.84116808893083,173.3168727229269
2015-06-09,174.3838653564453,175.7177073814404,176.312337344645,175.7840189621667,173.32748956505145
2015-06-10,176.4752960205078,175.88606041234425,176.32715176972343,175.81112786641538,173.35881102231968
2015-06-11,177.04412841796875,176.14340885803858,176.39233146501846,175.85948082922138,173.39548084715202
2015-06-12,175.68896484375,176.0424212993078,176.32838904490313,175.85279392783036,173.41830158343657
2015-06-15,174.93597412109375,175.79654414859357,176.20180587001136,175.81684020991912,173.43340280271676
2015-06-16,175.88973999023438,175.81725433562485,176.1734362445771,175.81969902483345,173.45784396876172
2015-06-17,176.17413330078125,175.89656077232627,176.17349961332292,175.83359840820395,173.4848717233092
2015-06-18,178.00624084472656,176.365378566193,176.34011245254143,175.91880007238132,173.529860470786
2015-06-19,177.2160186767578,176.55440970187405,176.41974029110656,175.9696713902,173.5665386618902
2015-06-22,178.1239471435547,176.90319580002532,176.57466818678367,176.05415279229234,173.61188600996647
2015-06-23,178.25003051757812,177.20249240392593,176.72697385321953,176.14026564426433,173.6580367015845
2015-06-24,176.95545959472656,177.14759622410384,176.74774528426562,176.17223403447855,173.69084687962572
2015-06-25,176.4174041748047,176.9853313242596,176.71771427431463,176.18184854978546,173.71797680296083
2015-06-26,176.38380432128906,176.8516586569328,176.68735882403956,176.18976838396208,173.7445024499094
2015-06-29,172.6849822998047,175.92573057757102,176.32350641274547,176.0523257924265,173.73395996085364
2015-06-30,173.04641723632812,175.28588316840592,176.02558921488935,175.93444702552068,173.7271187397141
2015-07-01,174.4334716796875,175.09645839313515,175.88085125714372,175.87558524725273,173.73414712717653
2015-07-02,174.2738037109375,174.91364624153567,175.7347560256704,175.81277028504428,173.7395168444279
2015-07-06,173.7777557373047,174.66122612948433,175.55684690854625,175.73296579297607,173.73989733092418
2015-07-07,174.87059020996094,174.70775148070135,175.4944599359476,175.69914714266176,173.7511480063375
2015-07-08,171.93675231933594,174.0919738892868,175.17103197080107,175.55160224762938,173.73309431790963
2015-07-09,172.24781799316406,173.6821614679262,174.90528524556134,175.4220420807876,173.7183154490067
2015-07-10,174.4166717529297,173.84538597570474,174.86086583714027,175.38261579342063,173.72526426795122
2015-07-13,176.3417205810547,174.40012699911586,174.99548899567793,175.42022774587687,173.75129865912638
2015-07-14,177.1067352294922,175.00159549475504,175.18742047147921,175.48636529425394,173.78468608768725
2015-07-15,177.04783630371094,175.456315674523,175.35654918350028,175.54759945148754,173.8171552440656
2015-07-16,178.46856689453125,176.12570483452484,175.63945988450308,175.662147194352,173.8634379470553
2015-07-17,178.61990356445312,176.67997121895334,175.91040930995308,175.77813764023833,173.91076596314883
2015-07-20,178.71240234375,177.13162258001927,176.16513594938917,175.89320684429762,173.95854343957274
2015-07-21,178.00619506835938,177.32597202187262,176.33250496020463,175.97606912759417,173.9988185801577
2015-07-22,177.686767578125,177.40614881215092,176.45561974365194,176.04315534134048,174.03551459008773
2015-07-23,176.6864013671875,177.2462049354924,176.47659989124608,176.06838067568742,174.06189157294446
2015-07-24,174.8538360595703,176.7145674075097,176.32907590654827,176.0207514750554,174.06977161758752
2015-07-27,173.8366241455078,176.07502446039817,176.1024893828173,175.93509942291627,174.06745174224346
2015-07-28,175.9718475341797,176.05209625457184,176.09061285112298,175.93654052531875,174.08640095410354
2015-07-29,177.18240356445312,176.30327565676768,176.18986655233482,175.98539789940244,174.11720695022643
2015-07-30,177.22445678710938,176.5079825746214,176.2839202100416,176.0339884440184,174.14812485905114
2015-07-31,176.95545959472656,176.60742191242255,176.34496924501295,176.0701245675756,174.17605853801308
2015-08-03,176.35853576660156,176.55211388001788,176.34620256515737,176.08143481067466,174.1977747293423
2015-08-04,176.013916015625,176.43251435459726,176.31599469701806,176.07878701479038,174.21584578691727
2015-08-05,176.593994140625,176.46839875149232,176.3412673737096,176.0989912158035,174.23950895461587
2015-08-06,175.14805603027344,176.17498925788811,176.2327936152154,176.06169963990035,174.2485492240254
2015-08-07,174.81178283691406,175.87205449767166,176.103610817188,176.01268329468522,174.2541535385815
2015-08-10,177.01429748535156,176.12588627271163,176.18640051429378,176.05196228255448,174.28161765745486
2015-08-11,175.4170379638672,175.96836442630175,176.116458464255,176.0270632896648,174.29291537194652
2015-08-12,175.6272430419922,175.89255967423296,176.0719843349584,176.01138406426588,174.3061922641858
2015-08-13,175.40867614746094,175.78503000161695,176.01168359064044,175.9877484596853,174.31716225307412
2015-08-14,176.04750061035156,175.84335680355798,176.01493968334145,175.99009168128006,174.33437955016146
2015-08-17,177.03103637695312,176.10728559764578,176.1073121100334,176.0309130418947,174.3612119563982
2015-08-18,176.51824951171875,176.19861091188423,176.14467005564117,176.05002427600544,174.38267501665015
2015-08-19,175.12283325195312,175.9595492096773,176.05177580076042,176.01366384368967,174.3900397752104
2015-08-20,171.4660186767578,174.96098686902852,175.63488878948746,175.83532481753548,174.36094503791236
2015-08-21,166.30450439453125,173.037324096918,174.78667202630962,175.46156715388827,174.280781449421
2015-08-24,159.30194091796875,169.98501672381818,173.3789691982786,174.8278563211071,174.1317382600533
2015-08-25,157.4273223876953,167.19441798245754,171.92881948822557,174.14548244136546,173.96552516679603
2015-08-26,163.4715118408203,166.36710550653817,171.15997333846144,173.72689535899116,173.8611071237515
2015-08-27,167.51499938964844,166.62219303611823,170.82861207038752,173.48329159548751,173.79796177316342
2015-08-28,167.52345275878906,166.82247297448953,170.52814304206038,173.24957242542092,173.73552884764726
2015-08-31,166.16998291015625,166.67747518241546,170.13194666643273,172.971941464038,173.66024978359263
2015-09-01,161.21022033691406,165.46252966119295,169.3208806364765,172.51069749826843,173.53636889357594
2015-09-02,164.27015686035156,165.19755792767265,168.86172392955604,172.18753904187955,173.4441677788175
2015-09-03,164.38778686523438,165.01760880268637,168.45500237825405,171.8816664075013,173.3540545358963
2015-09-04,161.8994903564453,164.32469359241057,167.8590467399078,171.49020852314618,173.2400787729167
2015-09-08,165.96823120117188,164.6899241721353,167.68715441820453,171.27366039287267,173.16772208066052
2015-09-09,163.74893188476562,164.48081477494205,167.3291341878919,170.9785730003979,173.07400277522873
2015-09-10,164.63998413085938,164.51618574292368,167.08466600088894,170.73000088786696,172.99008219170267
2015-09-11,165.38819885253906,164.70996643394932,166.9304417146753,170.520518455109,172.91444156146224
2015-09-14,164.77450561523438,164.72430847423487,166.73444752381704,170.29518461825117,172.8334471739376
2015-09-15,166.83409118652344,165.19314907696565,166.74350603860853,170.1594554640658,172.77375208948573
2015-09-16,168.27996826171875,165.87910889579967,166.88318442252765,170.0857500835816,172.72903782254278
2015-09-17,167.90164184570312,166.3285606624449,166.97577146099815,170.00009878013537,172.68100403172846
2015-09-18,165.15792846679688,166.0684201745231,166.81051300697985,169.81020974823974,172.60614755844557
2015-09-21,166.0113983154297,166.05574865028012,166.7378662168389,169.66123675087465,172.54052816299267
2015-09-22,163.85658264160156,165.567045092796,166.47593134636278,169.43360325639335,172.45412074486939
2015-09-23,163.59466552734375,165.1287385226955,166.21399809008832,169.20462530623456,172.36596696161044
2015-09-24,163.003173828125,164.65639081279093,165.9221049753644,168.96143113062243,172.27280484087925
2015-09-25,162.9608612060547,164.27960645573845,165.65290099633623,168.72611466299233,172.18014868530886
2015-09-28,158.8710174560547,163.07769778914206,165.0363661290379,168.33964026272028,172.04771951884862
2015-09-29,158.9639892578125,162.1635403377355,164.48433186801742,167.97196767429253,171.91753314809205
2015-09-30,161.92994689941406,162.11163068477518,164.25211505268985,167.73502568312082,171.8181541804435
2015-10-01,162.3524932861328,162.1651557072991,164.079422164821,167.52394598127816,171.72396849990312
2015-10-02,164.77769470214844,162.74571992837673,164.14290148639623,167.41624985268484,171.65485134768667
2015-10-05,167.7098846435547,163.8488676428607,164.46717268250154,167.42776494252288,171.61559794764557
2015-10-06,167.13526916503906,164.5791790922337,164.70972690818678,167.41629451987646,171.571017561749
2015-10-07,168.50416564941406,165.45139832716265,165.05467588466198,167.4589561327995,171.54050162232278
2015-10-08,170.02520751953125,166.46780036991123,165.5065423969228,167.5595934420831,171.5254240690612
2015-10-09,170.12657165527344,167.2808606555473,165.92654505677285,167.6602592543651,171.51150513957077
2015-10-12,170.28720092773438,167.94893627158885,166.32296831776935,167.76327657488937,171.4993230081097
2015-10-13,169.2139892578125,168.23005915741632,166.5857884032278,167.82016726833734,171.4765833688033
2015-10-14,168.4027862548828,168.2684429568533,166.75097002610553,167.8430150717313,171.44599832289364
2015-10-15,170.98855590820312,168.8729125015977,167.13620510629622,167.96636961433802,171.44144665707583
2015-10-16,171.76596069335938,169.51581209976698,167.55709197784742,168.11537318606435,171.44467565246174
2015-10-19,171.85044860839844,170.0346202127962,167.94739712607932,168.26184673203824,171.44871319431186
2015-10-20,171.63075256347656,170.38931629072516,168.28224762038815,168.3939606862123,171.45052453131848
2015-10-21,170.5659942626953,170.42857806227408,168.48986095150698,168.47913847352535,171.44172323511327
2015-10-22,173.44754028320312,171.09945855581387,168.94055907257027,168.67397776017938,171.46168161370124
2015-10-23,175.34877014160156,172.04375001932223,169.52312371520946,168.93573432415673,171.5003591114913
2015-10-26,174.9178466796875,172.68243816607006,170.01355307561656,169.1703269655501,171.53436396291613
2015-10-27,174.57986450195312,173.10408846293296,170.42867229619262,169.38246569246786,171.56466745086675
2015-10-28,176.56561279296875,173.8733160918298,170.9865759777177,169.66415773562477,171.61442810103694
2015-10-29,176.4641876220703,174.44906532077212,171.48454067265885,169.93082557430893,171.66268441467906
2015-10-30,175.7037353515625,174.72788088316997,171.86810382528645,170.15721419302477,171.70289387673762
2015-11-02,177.78240966796875,175.4066650575697,172.40576799280302,170.456241466552,171.76338657117773
2015-11-03,178.2978973388672,176.04916112008027,172.94141611517247,170.7637573831134,171.82840657881644
2015-11-04,177.7571258544922,176.42870883883847,173.3792079096561,171.03800712708903,171.88739881041522
2015-11-05,177.57962036132812,176.68446695494728,173.7610635870808,171.29454097941215,171.9440378308223
2015-11-06,177.48667907714844,176.86273631543642,174.09975590435968,171.53736992442143,171.99918848998973
2015-11-09,175.83042907714844,176.63333470692797,174.25708982915864,171.70572518531267,172.0373102868769
2015-11-10,176.236083984375,176.54505676858287,174.43699838872377,171.88338631468767,172.07908912963808
2015-11-11,175.54318237304688,176.32241801401932,174.53756056911678,172.02690772874098,172.11355771912474
2015-11-12,173.09262084960938,175.6046853108171,174.4062024127979,172.06870040014758,172.1232996408211
2015-11-13,171.1490936279297,174.614553825731,174.11010161417352,172.03263738947237,172.11360604865303
2015-11-16,173.7517547607422,174.42282070017794,174.07752462749792,172.10005375697315,172.129906035838
2015-11-17,173.62490844726562,174.24550686619742,174.03637770202226,172.15985198012189,172.14478168172286
2015-11-18,176.37969970703125,174.71977194193826,174.2494069752049,172.32533620470656,172.18692016953688
2015-11-19,176.22767639160156,175.05486181964122,174.42924964942276,172.47836915321224,172.22712669910968
2015-11-20,176.86985778808594,175.4581942570734,174.65112311657396,172.65058439379553,172.27332302835322
2015-11-23,176.6669921875,175.7268160193904,174.83438394120358,172.80809058178394,172.31704112943927
2015-11-24,176.90367126464844,175.98833940722554,175.02250097060767,172.9687015889551,172.36267924023738
2015-11-25,176.8782958984375,176.18610751638374,175.19120960041036,173.12201901285638,172.4076107492742
2015-11-27,177.08108520507812,176.38499144720473,175.36301647356197,173.27727651059058,172.4541129826653
2015-11-30,176.34591674804688,176.3763081807252,175.4523710439697,173.39761534343202,172.49283739824125
2015-12-01,178.0275115966797,176.74324227315952,175.68647473057968,173.57917990238292,172.54790878330036
2015-12-02,176.2107391357422,176.62490824262233,175.734135131049,173.68237830369114,172.584354856459
2015-12-03,173.74330139160156,175.9845511646177,175.55315024564467,173.68476744439351,172.5958866627788
2015-12-04,177.1317596435547,176.23948638215924,175.69666019090923,173.8199436090665,172.64101972726414
2015-12-07,176.0586395263672,176.19929819198322,175.7295674032236,173.9077356058234,172.6750258944194
2015-12-08,174.87554931640625,175.90513177518832,175.6519293953311,173.9456890846698,172.69692164986208
2015-12-09,173.51513671875,175.37402176264646,175.4576755156419,173.92880467816315,172.7050630933336
2015-12-10,173.9629669189453,175.06045401960176,175.3217929159422,173.9301443738801,172.71757954930985
2015-12-11,170.59136962890625,174.06732415500275,174.89175443530257,173.79921203093994,172.6964232316939
2015-12-14,171.45330810546875,173.48643169955074,174.5791684053177,173.70721579856854,172.68405392695536
2015-12-15,173.25315856933594,173.43459322616968,174.45862205659208,173.6894096327163,172.68971665971537
2015-12-16,175.78823852539062,173.95762551488545,174.5794962810283,173.7717166481153,172.72054772305543
2015-12-17,173.10952758789062,173.7691593088866,174.44586276347033,173.74574844967512,172.7244181694717
2015-12-18,170.02557373046875,172.93725140257152,174.04401830592474,173.59985924500037,172.69756399594928
2015-12-21,171.42813110351562,172.60189133611465,173.806210378433,173.51469343553038,172.68493282289026
2015-12-22,172.9837188720703,172.68674189966035,173.73143842330913,173.49387090362998,172.6879058184045
2015-12-23,175.12583923339844,173.22876352937993,173.85820213331723,173.55786966166013,172.7121638623348
2015-12-24,174.8367919921875,173.58610318778162,173.94716484775998,173.60802347854357,172.7333044407413
2015-12-28,174.4373321533203,173.77526518012354,173.99172551190182,173.64054538735834,172.75025994036898
2015-12-29,176.29881286621094,174.33605355480964,174.2014607259299,173.74479117084277,172.78556892470573
2015-12-30,175.04934692382812,174.4945631923693,174.2785412893752,173.79595021997946,172.80809407892585
2015-12-31,173.29818725585938,174.22870187314487,174.18941819541922,173.77643010373947,172.81297062795008
2016-01-04,170.87559509277344,173.48356703306234,173.88816154972415,173.6626718680153,172.79369325944086
2016-01-05,171.16464233398438,172.96825043326723,173.6405688937478,173.5647099255043,172.77748379749602
2016-01-06,169.00550842285156,172.0876410976193,173.21919976002997,173.385917709714,172.73995170421597
2016-01-07,164.9508056640625,170.50167766794002,172.46752756948746,173.05512900204138,172.66244776351795
2016-01-08,163.14022827148438,168.8658000242832,171.619591269669,172.66630936554895,172.56769931086092
2016-01-11,163.3017120361328,167.62933602691646,170.8634204302566,172.29907025459147,172.4755004325054
2016-01-12,164.61935424804688,166.96045118716768,170.29577805005573,171.9979049210015,172.39732982370484
2016-01-13,160.51361083984375,165.52781999887347,169.40649012185463,171.5475404472306,172.27908386366641
2016-01-14,163.1487274169922,164.9991327584554,168.83760260323078,171.21817523035853,172.18823454578907
2016-01-15,159.6465606689453,163.80967229411982,168.00205333647756,170.7643864240286,172.0634417708951
2016-01-19,159.8590087890625,162.93174707077375,167.26177655943982,170.3367245559907,171.94200462679729
2016-01-20,157.8104705810547,161.79368562861396,166.40256692504116,169.8454989099148,171.80139234773517
2016-01-21,158.6945037841797,161.10497855207302,165.70183391223557,169.40820498341537,171.67097554610777
2016-01-22,161.95013427734375,161.2927909354665,165.36077030906358,169.11573162239296,171.57425075736387
2016-01-25,159.5020751953125,160.89485410432118,164.82816166235892,168.73872548799764,171.45412960749272
2016-01-26,161.6781463623047,161.06891905053973,164.54179663508125,168.4618400320881,171.35685614236647
2016-01-27,159.91859436035156,160.81329134160902,164.12150551919675,168.12681079005924,171.2430425922967
2016-01-28,160.7515869140625,160.79957924659868,163.81514928236635,167.83758632433387,171.13864999848343
2016-01-29,164.67030334472656,161.65974015729375,163.89289056076274,167.713379148663,171.0742883402371
2016-02-01,164.6107940673828,162.31552991509133,163.95815451591002,167.59170914547553,171.00997496438782
2016-02-02,161.64414978027344,162.16633432957624,163.74779044903397,167.35847152331075,170.91678267399863
2016-02-03,162.6131591796875,162.2656287407121,163.64464215182065,167.17238084316867,170.83415955465225
2016-02-04,162.86822509765625,162.39953904225524,163.57405878326026,167.00359042177604,170.7548965252294
2016-02-05,159.76556396484375,161.8142112472749,163.22783198158604,166.7197462469944,170.64554993258878
2016-02-08,157.6149139404297,160.88103406797597,162.71756670511726,166.36269399967813,170.51589186301507
2016-02-09,157.62342834472656,160.15712168503165,162.25446321780902,166.01997769948395,170.38760864392762
2016-02-10,157.48744201660156,159.56385953649163,161.8210976540629,165.68536845701797,170.25924877698907
2016-02-11,155.4388427734375,158.64718914470183,161.24089266491512,165.28354392040697,170.1117820505856
2016-02-12,158.6434326171875,158.64635436080977,161.00475993330352,165.0231473987121,169.99766912090004
2016-02-16,161.3210906982422,159.24074021357254,161.03351727557066,164.87796870457603,169.91133500724177
2016-02-17,163.95626831054688,160.2886353462335,161.29922191511395,164.8418235910847,169.85208061224978
2016-02-18,163.28468322753906,160.9544237643014,161.4797183980617,164.78075926310254,169.78673337459097
2016-02-19,163.20823669433594,161.45527108208685,161.6368564249957,164.7190917113862,169.72127569618047
2016-02-22,165.57131958007812,162.36994852608493,161.99453489363955,164.75251241211922,169.67998260049788
2016-02-23,163.48020935058594,162.6166731537518,162.1295962079074,164.70261817441204,169.6182933144291
2016-02-24,164.22828674316406,162.97480950695453,162.3203862565671,164.6840169418141,169.5646614082474
2016-02-25,166.21737670898438,163.6953799962945,162.67465811587778,164.7441486973894,169.53135509283183
2016-02-26,165.83482360839844,164.17081191009538,162.9619458879251,164.78692026252702,169.49457368502652
2016-02-29,164.5342559814453,164.25157725928426,163.10488316915422,164.77701185934734,169.44521728996602
2016-03-01,168.40199279785156,165.17389182341032,163.5864385899449,164.9191679745828,169.43483694676092
2016-03-02,169.1585235595703,166.05936554255698,164.09299176900174,165.08541721320975,169.4320875598237
2016-03-03,169.821533203125,166.89540280046097,164.61376826301293,165.27114725202995,169.43596264085159
2016-03-04,170.3740692138672,167.6684397812179,165.13743198581787,165.47126183876867,169.44529703461293
2016-03-07,170.51010131835938,168.29992012280488,165.62585647059436,165.6688633869879,169.4558921021129
