Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2015-12-18,170.02560424804688,172.4992195168246,169.8640940029781,172.36322249469595,251393500
2015-12-21,171.4281463623047,171.60666107450163,170.08507705300738,171.20713988253107,99094300
2015-12-22,172.9837646484375,173.28128491102257,171.32618325698837,172.32073209185785,111026200
2015-12-23,175.12579345703125,175.1682981844012,173.90172994425788,173.99523515622312,110987200
2015-12-24,174.83682250976562,175.38935819314347,174.6158160187899,174.87083149030076,48539600
2015-12-28,174.4373016357422,174.47979340239544,173.3577435678803,174.13978144542108,65899900
2015-12-29,176.29881286621094,176.63032892907006,175.50827955116978,175.54227554478274,92640700
2015-12-30,175.0492706298828,176.13733711719496,174.90476494085897,176.0523276668887,63317700
2015-12-31,173.29818725585938,175.0152770044776,173.29818725585938,174.36924927350438,114877900
2016-01-04,170.87557983398438,170.88407559119483,168.8099694171321,170.4250582600175,222353500
2016-01-05,171.16458129882812,171.62359860338185,170.05102754962508,171.19857729631988,110845800
2016-01-06,169.0055694580078,170.05961456394715,167.9685158746219,168.59753944542365,152112600
2016-01-07,164.9508056640625,167.8324501975802,164.55978027436933,166.03885939543875,213436100
2016-01-08,163.14022827148438,166.48090354071897,162.8512168047058,165.91987212594293,209817200
2016-01-11,163.30174255371094,164.40680092132698,161.35515001363657,164.06677597787763,187941300
2016-01-12,164.61929321289062,165.37583079273833,162.47718170622258,164.75530317503996,172330500
2016-01-13,160.5135955810547,165.6393530138184,160.1310788863428,165.29083232659488,221168900
2016-01-14,163.1487274169922,164.27928602939932,159.51905357627092,161.12563413692837,240795600
2016-01-15,159.6465606689453,160.45409885862844,157.69996806557754,158.76252172848316,324846400
2016-01-19,159.85910034179688,161.60169125855916,158.27801968633557,161.47418998417845,195244400
2016-01-20,157.8104705810547,159.38305524774967,153.87478049016278,157.28344809563586,286547800
2016-01-21,158.69451904296875,160.547606432096,156.95192841636342,158.28650206226087,195772900
2016-01-22,161.95021057128906,162.1542126084531,160.55614044461345,161.3211740252346,168319600
2016-01-25,159.5020294189453,161.63563216341868,159.30652320801218,161.44012595248554,130371700
2016-01-26,161.6781768798828,161.95869262787446,159.82508935576618,160.1651013693535,141036800
2016-01-27,159.9185791015625,162.83422009876216,159.00902694892255,161.15113874460792,185681700
2016-01-28,160.75160217285156,161.6781457565486,159.0940212271036,161.4741437759177,143798800
2016-01-29,164.67027282714844,164.80628277205275,161.40611197317813,161.52511743231386,210529300
2016-02-01,164.61077880859375,165.40132533703633,163.07220345536635,163.65873504761845,136061600
2016-02-02,161.64418029785156,163.1827560554534,161.1171448168312,163.17426029486305,182564900
2016-02-03,162.61322021484375,163.0212372022945,159.04304239074096,162.7067254589081,205054900
2016-02-04,162.86819458007812,163.8457385452768,161.47412500181224,162.11165705840864,139531800
2016-02-05,159.76553344726562,162.92769353824866,159.12800138006136,162.34967068988254,180788300
2016-02-08,157.61492919921875,158.20995654538632,155.38782128758157,157.9124493576142,191526700
2016-02-09,157.62347412109375,158.9070474081334,155.7278817804065,155.8638917792737,184513100
2016-02-10,157.4874267578125,160.0970513025413,157.35991256064443,158.45647499142285,148214100
2016-02-11,155.4387969970703,156.492854535536,153.9342178990025,154.99677119440776,219058900
2016-02-12,158.6435089111328,158.6605004301041,156.37389594844893,157.2239388395197,127632400
2016-02-16,161.3211669921875,161.34666724572128,159.4935796455868,160.46262819175283,120250700
2016-02-17,163.95626831054688,164.33028923814032,162.36667936827473,162.49419357756767,136009500
2016-02-18,163.28472900390625,164.28778631814478,162.9702172979637,164.22827709235855,102343000
2016-02-19,163.20822143554688,163.36122291724314,161.890652470458,162.50268433849124,114793000
2016-02-22,165.5713348388672,165.71584055777487,164.72978780103853,164.7977927812228,103640300
2016-02-23,163.480224609375,165.18031007509336,163.36120617497687,164.9082901746795,111455300
2016-02-24,164.22830200195312,164.50881774329739,160.9301440423064,162.04369827663794,150812200
2016-02-25,166.21737670898438,166.22588543886462,163.91376780015256,164.67880119313642,110728300
2016-02-26,165.83485412597656,167.1864191252308,165.67334391148248,167.09292686486512,129833700
2016-02-29,164.53427124023438,166.8038838073,164.338765041142,165.85184008585244,125918100
2016-03-01,168.40196228027344,168.4869717397664,165.2908028397944,165.7668246834611,141799700
2016-03-02,169.1584930419922,169.20949352740885,167.67091835443696,168.08744393637633,102415000
2016-03-03,169.82151794433594,169.83852242894622,168.4019482889779,168.97997105951447,95172200
2016-03-04,170.3740692138672,171.15611999040968,169.18401450282173,170.01705280055356,129293600
2016-03-07,170.51010131835938,170.9181312471045,169.37104695118603,169.44754769884128,100219000
2016-03-08,168.64846801757812,169.9405365650422,168.4869707984397,169.43051872280122,123974900
2016-03-09,169.4815216064453,169.83002926385342,168.67397064622244,169.46451712027678,94801200
2016-03-10,169.61753845214844,170.9181158986217,167.78145582017694,169.97456785039543,156838700
2016-03-11,172.35464477539062,172.39714950244175,169.60051486293094,171.07958078758622,137964500
2016-03-14,172.13369750976562,172.59271499604952,171.5131697875551,171.84468601948961,73612000
2016-03-15,171.85313415527344,172.1591500515343,170.90109046496073,171.16460163134212,93169100
2016-03-16,172.8477325439453,173.25576250399868,171.32616135112,171.36866609328715,129303200
2016-03-17,173.9442901611328,174.4543081404067,172.3632097811946,172.76273099880336,134278500
2016-03-18,174.62783813476562,174.96960380528813,174.13226878624076,174.4484026833503,138372400
2016-03-21,174.87557983398438,175.10627878413183,174.13223248492488,174.36293143507234,72926700
2016-03-22,174.7815704345703,175.35403491225006,173.93569611923948,174.0980262841622,97471900
2016-03-23,173.62814331054688,174.58509752682207,173.45724745404914,174.39712251469325,81052500
2016-03-24,173.55117797851562,173.58536235360086,172.37207778845692,172.59422407643459,84360900
2016-03-28,173.6537628173828,174.18350343004792,173.20091751219698,173.9698966620349,62408200
2016-03-29,175.2600860595703,175.371165756783,172.93604325842742,173.24363754203526,92922900
2016-03-30,176.02908325195312,176.75533849934112,175.66167280178453,176.2683218084484,86365300
2016-03-31,175.6018524169922,176.3622919762726,175.43950919014767,175.9350784477438,94584100
2016-04-01,176.79800415039062,176.98597910242597,174.28598709820844,174.602133901642,114423500
2016-04-04,176.22557067871094,176.92620708438935,175.9179764338436,176.7211399086373,63497000
2016-04-05,174.46542358398438,176.23408041435152,174.209092917078,174.87554482852295,99662200
2016-04-06,176.3708038330078,176.43061997561117,174.28600005545374,174.46543544574362,91839800
2016-04-07,174.26040649414062,175.6360346628769,173.5255986579674,175.27717684114435,113859000
2016-04-08,174.73031616210938,175.88379779187986,174.19202299654702,175.44803169117853,95040600
2016-04-11,174.3201904296875,176.0717682891146,174.22620294344935,175.3711319303355,83757500
2016-04-12,175.94357299804688,176.2255354192199,174.04674437380575,174.4910499802771,115350600
2016-04-13,177.72085571289062,177.80630364699306,176.72971704240905,176.86642852196326,96336400
2016-04-14,177.7293701171875,178.2334919969478,177.379064927044,177.78064669290058,65212900
2016-04-15,177.53285217285156,177.86607820229005,177.208165720442,177.7293667446942,75761600
2016-04-18,178.78033447265625,178.81450582079128,176.86641303901558,177.53286514659553,82531000
2016-04-19,179.34423828125,179.60056901190305,178.52399558818732,179.20753985742124,88316100
2016-04-20,179.51513671875,180.21576015262735,178.9084877486957,179.38696483281151,81100300
2016-04-21,178.5496368408203,179.64330251467354,178.2762139035954,179.53222281673553,85695000
2016-04-22,178.5496368408203,178.82304674052202,177.6439461769284,178.19077901385504,99251700
2016-04-25,178.2420196533203,178.28474361146263,177.327776491657,177.94296498384577,66166500
2016-04-26,178.5068817138672,179.01954311290305,178.0284046947782,178.60940877866597,75864200
2016-04-27,178.87428283691406,179.26731192332127,177.76352522148798,178.1223829672373,77329400
2016-04-28,177.25086975097656,179.2245939370778,176.8322088857555,178.11384932218704,97216200
2016-04-29,176.29396057128906,176.97750491875135,175.18320263635334,176.62718664801739,142424100
2016-05-02,177.69517517089844,177.8745975307363,176.36227120487735,176.7980242591471,62188000
2016-05-03,176.14869689941406,176.69552973071222,175.39679686730793,176.4562911818645,106422100
2016-05-04,175.1660614013672,175.88378993589942,174.66195263828888,175.14898224966717,92243800
2016-05-05,175.13192749023438,175.99489418625475,174.70471393106172,175.63603636105253,67619200
2016-05-06,175.772705078125,175.81542903115573,174.20056269174663,174.3543532776332,89315000
2016-05-09,175.91796875,176.35372181222837,175.46512349782515,175.6445588984609,74374900
2016-05-10,178.10533142089844,178.1224236138879,176.55882041219644,176.62717614663097,77472200
2016-05-11,176.43911743164062,178.1821422014796,176.43911743164062,177.6438622341489,81727000
2016-05-12,176.49046325683594,177.28508725540706,175.47369290128356,177.11419140193496,89586300
2016-05-13,174.95248413085938,176.7467862130845,174.62781070611655,176.19141382633617,96474600
2016-05-16,176.67845153808594,177.1569286736964,175.06358468663856,175.12340084735195,77486800
2016-05-17,175.0293731689453,176.69550318292107,174.49961957249883,176.40500113689887,114924900
2016-05-18,175.08067321777344,176.2683264536459,173.9870074913955,174.67909140788987,120062100
2016-05-19,174.47396850585938,174.76447051974662,173.26068388534225,174.35434926263991,115430500
2016-05-20,175.5762176513672,176.09741866877684,175.03792444260188,175.08918797914677,104990400
2016-05-23,175.33697509765625,175.87525525654343,175.14900010962526,175.59329277449694,58682600
2016-05-24,177.60975646972656,177.92590336111132,176.13160124251996,176.15723301242645,93537800
2016-05-25,178.81446838378906,179.23314227654683,177.60972327326766,178.29326743056833,76621400
2016-05-26,178.86573791503906,179.1818847579407,178.54960410965825,178.9511858266386,55280700
2016-05-27,179.63473510742188,179.64327468381595,178.97682267448292,179.02808620788988,64211200
2016-05-31,179.29295349121094,180.01922163572365,178.7290285581202,179.90814195685155,109879400
2016-06-01,179.660400390625,179.8398227910215,178.4812867522106,178.67780134610513,69936200
2016-06-02,180.2071990966797,180.22427824941767,178.78030759178762,179.25878461887464,63044700
2016-06-03,179.6689453125,180.01926358324894,178.4556602885265,179.64331354025242,101757100
2016-06-06,180.58316040039062,180.94201819324715,179.86543177715558,180.02777500101203,64887000
2016-06-07,180.86514282226562,181.4290679013517,180.7113521848009,180.7369839577117,60974800
2016-06-08,181.45468139648438,181.58285328565202,180.87367721899807,181.00183607064267,66170900
2016-06-09,181.2069091796875,181.32652845763076,180.4464695475789,180.71987945251055,73786900
2016-06-10,179.489501953125,180.16449360605262,178.94265610895147,179.82272799096665,113829200
2016-06-13,178.10533142089844,179.74582993475752,178.01989653099773,178.88286323287764,117751200
2016-06-14,177.75498962402344,178.35309896171407,176.7980355437529,177.72081828009442,125059300
2016-06-15,177.5072479248047,178.88287621602376,177.31927290084747,177.75502607228051,109124500
